                MSCBC01%3A1000,BC3 1    eniq_oss_1 MSCBC01 1   2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         12       38    (NULL)      (NULL)          62            62          97           92 
                MSCBC01%3A1000,BC7 317  eniq_oss_1 MSCBC01 317 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         96       57    (NULL)      (NULL)           8            14          87           40 
                MSCBC01%3A1000,BC7 318  eniq_oss_1 MSCBC01 318 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         24       60    (NULL)      (NULL)           5            15          79           47 
                MSCBC01%3A1000,BC7 319  eniq_oss_1 MSCBC01 319 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         24       15    (NULL)      (NULL)          70            51          53           42 
                MSCBC01%3A1000,BC7 320  eniq_oss_1 MSCBC01 320 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         56       38    (NULL)      (NULL)          26            37          88           88 
                MSCBC01%3A1000,BC7 321  eniq_oss_1 MSCBC01 321 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)          8       64    (NULL)      (NULL)          73            28          14           38 
                MSCBC01%3A1000,BC7 322  eniq_oss_1 MSCBC01 322 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         29       62    (NULL)      (NULL)          38            83          94           59 
                MSCBC01%3A1000,BC7 323  eniq_oss_1 MSCBC01 323 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         32       34    (NULL)      (NULL)          92            83          61           90 
                MSCBC01%3A1000,BC7 324  eniq_oss_1 MSCBC01 324 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         56        7    (NULL)      (NULL)          57            94          78           68 
                MSCBC01%3A1000,BC7 325  eniq_oss_1 MSCBC01 325 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         53       76    (NULL)      (NULL)          78            48          38           89 
                MSCBC01%3A1000,BC7 326  eniq_oss_1 MSCBC01 326 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         25       85    (NULL)      (NULL)          50            54          35           79 
                MSCBC01%3A1000,BC7 327  eniq_oss_1 MSCBC01 327 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         60        6    (NULL)      (NULL)          79            46          93           88 
                MSCBC01%3A1000,BC7 328  eniq_oss_1 MSCBC01 328 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         85       94    (NULL)      (NULL)          17             4          50            8 
                MSCBC01%3A1000,BC7 329  eniq_oss_1 MSCBC01 329 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         38       65    (NULL)      (NULL)          23            81          36           59 
                MSCBC01%3A1000,BC7 330  eniq_oss_1 MSCBC01 330 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         69       23    (NULL)      (NULL)          53            13          77            7 
                MSCBC01%3A1000,BC7 331  eniq_oss_1 MSCBC01 331 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         60       36    (NULL)      (NULL)          29            84          31           16 
                MSCBC01%3A1000,BC7 332  eniq_oss_1 MSCBC01 332 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)          5       60    (NULL)      (NULL)          46            45          85           24 
                MSCBC01%3A1000,BC7 333  eniq_oss_1 MSCBC01 333 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         44       12    (NULL)      (NULL)           6            35          60           20 
                MSCBC01%3A1000,BC7 334  eniq_oss_1 MSCBC01 334 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         18       99    (NULL)      (NULL)          72            26          83           55 
                MSCBC01%3A1000,BC7 335  eniq_oss_1 MSCBC01 335 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         18       98    (NULL)      (NULL)           4            51          97           58 
                MSCBC01%3A1000,BC7 336  eniq_oss_1 MSCBC01 336 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)          2       52    (NULL)      (NULL)           8            92          93           83 
                MSCBC01%3A1000,BC7 337  eniq_oss_1 MSCBC01 337 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         90       75    (NULL)      (NULL)          56            66           3           53 
                MSCBC01%3A1000,BC7 338  eniq_oss_1 MSCBC01 338 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         74       96    (NULL)      (NULL)          59            72           0           52 
                MSCBC01%3A1000,BC7 339  eniq_oss_1 MSCBC01 339 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         24        4    (NULL)      (NULL)          25            35          45           72 
                MSCBC01%3A1000,BC7 340  eniq_oss_1 MSCBC01 340 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         51       57    (NULL)      (NULL)          30            78          89           36 
                MSCBC01%3A1000,BC7 341  eniq_oss_1 MSCBC01 341 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)          0       54    (NULL)      (NULL)          12            72          49           82 
                MSCBC01%3A1000,BC7 342  eniq_oss_1 MSCBC01 342 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         30       41    (NULL)      (NULL)          20            35          21           15 
                MSCBC01%3A1000,BC7 343  eniq_oss_1 MSCBC01 343 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         58       76    (NULL)      (NULL)          21             1           0           13 
                MSCBC01%3A1000,BC7 344  eniq_oss_1 MSCBC01 344 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         81       61    (NULL)      (NULL)          96            48          85           17 
                MSCBC01%3A1000,BC7 345  eniq_oss_1 MSCBC01 345 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         29       83    (NULL)      (NULL)          85            47          44           26 
                MSCBC01%3A1000,BC7 346  eniq_oss_1 MSCBC01 346 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         62       66    (NULL)      (NULL)          52            72           9           52 
                MSCBC01%3A1000,BC7 347  eniq_oss_1 MSCBC01 347 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)          5       56    (NULL)      (NULL)          88            73          20           78 
                MSCBC01%3A1000,BC7 348  eniq_oss_1 MSCBC01 348 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         75        2    (NULL)      (NULL)          93            28          22            8 
                MSCBC01%3A1000,BC7 349  eniq_oss_1 MSCBC01 349 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         81       60    (NULL)      (NULL)          55             4          91           46 
                MSCBC01%3A1000,BC7 350  eniq_oss_1 MSCBC01 350 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         19       72    (NULL)      (NULL)          86             1          45           12 
                MSCBC01%3A1000,BC7 351  eniq_oss_1 MSCBC01 351 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         13       90    (NULL)      (NULL)          21             4          55           93 
                MSCBC01%3A1000,BC7 352  eniq_oss_1 MSCBC01 352 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         12       21    (NULL)      (NULL)          48            61          80           72 
                MSCBC01%3A1000,BC7 353  eniq_oss_1 MSCBC01 353 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         34       14    (NULL)      (NULL)          82            43          36           29 
                MSCBC01%3A1000,BC7 354  eniq_oss_1 MSCBC01 354 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         28        9    (NULL)      (NULL)          97            48          20           98 
                MSCBC01%3A1000,BC7 355  eniq_oss_1 MSCBC01 355 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         57       80    (NULL)      (NULL)          13            81          33           79 
                MSCBC01%3A1000,BC7 356  eniq_oss_1 MSCBC01 356 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         23       50    (NULL)      (NULL)          94            75          39           17 
                MSCBC01%3A1000,BC7 357  eniq_oss_1 MSCBC01 357 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         63       62    (NULL)      (NULL)          52            32           6           48 
                MSCBC01%3A1000,BC7 358  eniq_oss_1 MSCBC01 358 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         98        4    (NULL)      (NULL)          27            59          88           11 
                MSCBC01%3A1000,BC7 359  eniq_oss_1 MSCBC01 359 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         50       90    (NULL)      (NULL)          47            76           1           48 
                MSCBC01%3A1000,BC7 360  eniq_oss_1 MSCBC01 360 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         18       85    (NULL)      (NULL)          52            85          88           35 
                MSCBC01%3A1000,BC7 361  eniq_oss_1 MSCBC01 361 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)          3       97    (NULL)      (NULL)          76             4          19           68 
                MSCBC01%3A1000,BC7 362  eniq_oss_1 MSCBC01 362 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         97       28    (NULL)      (NULL)          18            84          64           94 
                MSCBC01%3A1000,BC7 363  eniq_oss_1 MSCBC01 363 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         54       42    (NULL)      (NULL)          18            55          83           26 
                MSCBC01%3A1000,BC7 364  eniq_oss_1 MSCBC01 364 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         23       30    (NULL)      (NULL)          17            60          99           31 
                MSCBC01%3A1000,BC7 365  eniq_oss_1 MSCBC01 365 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         12       31    (NULL)      (NULL)           7             7          67           12 
                MSCBC01%3A1000,BC7 366  eniq_oss_1 MSCBC01 366 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         47       73    (NULL)      (NULL)          72            51           5           89 
                MSCBC01%3A1000,BC7 367  eniq_oss_1 MSCBC01 367 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         42       50    (NULL)      (NULL)          69            80          54            1 
                MSCBC01%3A1000,BC7 368  eniq_oss_1 MSCBC01 368 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)          7       28    (NULL)      (NULL)          94            88           9           34 
                MSCBC01%3A1000,BC7 369  eniq_oss_1 MSCBC01 369 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         21       62    (NULL)      (NULL)          55            51          57           82 
                MSCBC01%3A1000,BC7 370  eniq_oss_1 MSCBC01 370 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         39       85    (NULL)      (NULL)          58            19          43           23 
                MSCBC01%3A1000,BC7 371  eniq_oss_1 MSCBC01 371 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         30       68    (NULL)      (NULL)          10            73          35           50 
                MSCBC01%3A1000,BC7 372  eniq_oss_1 MSCBC01 372 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         11       97    (NULL)      (NULL)          11            22          94           56 
                MSCBC01%3A1000,BC7 373  eniq_oss_1 MSCBC01 373 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         75       52    (NULL)      (NULL)           8            47          42           17 
                MSCBC01%3A1000,BC7 374  eniq_oss_1 MSCBC01 374 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         79       74    (NULL)      (NULL)          62            71          38           94 
                MSCBC01%3A1000,BC7 375  eniq_oss_1 MSCBC01 375 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)          0       48    (NULL)      (NULL)          75            45          47           80 
                MSCBC01%3A1000,BC7 376  eniq_oss_1 MSCBC01 376 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)          2       38    (NULL)      (NULL)           7             3           4           47 
                MSCBC01%3A1000,BC7 377  eniq_oss_1 MSCBC01 377 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         16       30    (NULL)      (NULL)          95            18          96           31 
                MSCBC01%3A1000,BC7 378  eniq_oss_1 MSCBC01 378 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         13       89    (NULL)      (NULL)          36            71          58           30 
                MSCBC01%3A1000,BC7 379  eniq_oss_1 MSCBC01 379 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         45       50    (NULL)      (NULL)          29            92           0           96 
                MSCBC01%3A1000,BC7 380  eniq_oss_1 MSCBC01 380 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)          7       90    (NULL)      (NULL)          80            86           0           46 
                MSCBC01%3A1000,BC7 381  eniq_oss_1 MSCBC01 381 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         47       59    (NULL)      (NULL)          40            42           4           49 
                MSCBC01%3A1000,BC7 382  eniq_oss_1 MSCBC01 382 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         91       38    (NULL)      (NULL)          77            15          38            9 
                MSCBC01%3A1000,BC7 383  eniq_oss_1 MSCBC01 383 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         29       33    (NULL)      (NULL)          14             2          85           81 
                MSCBC01%3A1000,BC7 384  eniq_oss_1 MSCBC01 384 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)          9       59    (NULL)      (NULL)          36             7          39           50 
                MSCBC01%3A1000,BC7 385  eniq_oss_1 MSCBC01 385 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         79       30    (NULL)      (NULL)          95            52          69           53 
                MSCBC01%3A1000,BC7 386  eniq_oss_1 MSCBC01 386 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         70       89    (NULL)      (NULL)          77            39          46            5 
                MSCBC01%3A1000,BC7 387  eniq_oss_1 MSCBC01 387 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         50       25    (NULL)      (NULL)          25            55           4           48 
                MSCBC01%3A1000,BC7 388  eniq_oss_1 MSCBC01 388 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)          3       16    (NULL)      (NULL)          73            75          58           31 
                MSCBC01%3A1000,BC7 389  eniq_oss_1 MSCBC01 389 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         68       76    (NULL)      (NULL)          64            91          67           91 
                MSCBC01%3A1000,BC7 390  eniq_oss_1 MSCBC01 390 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         62       78    (NULL)      (NULL)          94            71          66           73 
                MSCBC01%3A1000,BC7 391  eniq_oss_1 MSCBC01 391 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         32       51    (NULL)      (NULL)          34            84          62            2 
                MSCBC01%3A1000,BC7 392  eniq_oss_1 MSCBC01 392 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         55       66    (NULL)      (NULL)          88            88          69           71 
                MSCBC01%3A1000,BC7 393  eniq_oss_1 MSCBC01 393 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         70        7    (NULL)      (NULL)          39            21          97           25 
                MSCBC01%3A1000,BC7 394  eniq_oss_1 MSCBC01 394 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         81       15    (NULL)      (NULL)          45            31          87           86 
                MSCBC01%3A1000,BC7 395  eniq_oss_1 MSCBC01 395 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         88       72    (NULL)      (NULL)           6            34          87           12 
                MSCBC01%3A1000,BC7 396  eniq_oss_1 MSCBC01 396 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)          1       35    (NULL)      (NULL)          14            78          80           20 
                MSCBC01%3A1000,BC7 397  eniq_oss_1 MSCBC01 397 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         89       25    (NULL)      (NULL)          15            14          96            2 
                MSCBC01%3A1000,BC7 398  eniq_oss_1 MSCBC01 398 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         45       66    (NULL)      (NULL)          32            22          38            9 
                MSCBC01%3A1000,BC7 399  eniq_oss_1 MSCBC01 399 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         39       58    (NULL)      (NULL)          83            50          80            4 
                MSCBC01%3A1000,BC7 400  eniq_oss_1 MSCBC01 400 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         75       97    (NULL)      (NULL)          90            58          83           73 
                MSCBC01%3A1000,BC7 401  eniq_oss_1 MSCBC01 401 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         86       60    (NULL)      (NULL)          60            79          40           95 
